"Name","Period","lat","lng","age_min","age_max","age_mean","p_lng","p_lat","model"
"Charleston (New York, USA)","Turonian",40.534,-74.227,93.9,89.8,91.85,-31.0913,41.4565,"GOLONKA"
"Charleston (New York, USA)","Turonian",40.534,-74.227,93.9,89.8,91.85,-40.4386,35.7138,"PALEOMAP"
"Squankum (New Jersey, USA)","Turonian",40.171,-74.153,93.9,89.8,91.85,-30.9133,37.9919,"MERDITH2021"
"Squankum (New Jersey, USA)","Turonian",40.171,-74.153,93.9,89.8,91.85,-39.1438,36.4867,"TorsvikCocks2017"
"Squankum (New Jersey, USA)","Turonian",40.171,-74.153,93.9,89.8,91.85,-31.4793,35.8765,"MATTHEWS2016_pmag_ref"
"Squankum (New Jersey, USA)","Turonian",40.171,-74.153,93.9,89.8,91.85,-31.1442,41.0913,"GOLONKA"
"Squankum (New Jersey, USA)","Turonian",40.171,-74.153,93.9,89.8,91.85,-40.485,35.3484,"PALEOMAP"
"Martha's Vineyard (Massachusetts, USA)","Turonian",41.347,-70.818,93.9,89.8,91.85,-27.4098,38.4218,"MERDITH2021"
"Martha's Vineyard (Massachusetts, USA)","Turonian",41.347,-70.818,93.9,89.8,91.85,-35.7147,36.9423,"TorsvikCocks2017"
"Martha's Vineyard (Massachusetts, USA)","Turonian",41.347,-70.818,93.9,89.8,91.85,-28.0756,36.324,"MATTHEWS2016_pmag_ref"
"Martha's Vineyard (Massachusetts, USA)","Turonian",41.347,-70.818,93.9,89.8,91.85,-27.4881,41.5671,"GOLONKA"
"Martha's Vineyard (Massachusetts, USA)","Turonian",41.347,-70.818,93.9,89.8,91.85,-37.1142,35.8501,"PALEOMAP"
"Soto del Real (Madrid, Spain)","Turonian",40.764,-3.797,93.9,89.8,91.85,9.0954,31.953,"MERDITH2021"
"Soto del Real (Madrid, Spain)","Turonian",40.764,-3.797,93.9,89.8,91.85,0.9264,30.8188,"TorsvikCocks2017"
"Soto del Real (Madrid, Spain)","Turonian",40.764,-3.797,93.9,89.8,91.85,7.7772,30.4701,"MATTHEWS2016_pmag_ref"
"Soto del Real (Madrid, Spain)","Turonian",40.764,-3.797,93.9,89.8,91.85,10.19,34.2564,"GOLONKA"
"Soto del Real (Madrid, Spain)","Turonian",40.764,-3.797,93.9,89.8,91.85,-1.528,30.0473,"PALEOMAP"
"La Garnache (Pays de la Loire, France)","Turonian",46.882,-1.858,93.9,89.8,91.85,11.4088,38.464,"MERDITH2021"
"La Garnache (Pays de la Loire, France)","Turonian",46.882,-1.858,93.9,89.8,91.85,2.1707,37.8032,"TorsvikCocks2017"
"La Garnache (Pays de la Loire, France)","Turonian",46.882,-1.858,93.9,89.8,91.85,9.791,37.0397,"MATTHEWS2016_pmag_ref"
"La Garnache (Pays de la Loire, France)","Turonian",46.882,-1.858,93.9,89.8,91.85,12.3222,40.86,"GOLONKA"
"La Garnache (Pays de la Loire, France)","Turonian",46.882,-1.858,93.9,89.8,91.85,-0.1665,36.749,"PALEOMAP"
"Sainte-Mondane (Nouvelle-Aquitaine, France)","Turonian",44.841,1.315,93.9,89.8,91.85,14.243,36.4673,"MERDITH2021"
"Sainte-Mondane (Nouvelle-Aquitaine, France)","Turonian",44.841,1.315,93.9,89.8,91.85,5.0635,35.883,"TorsvikCocks2017"
"Sainte-Mondane (Nouvelle-Aquitaine, France)","Turonian",44.841,1.315,93.9,89.8,91.85,12.6596,35.1234,"MATTHEWS2016_pmag_ref"
"Sainte-Mondane (Nouvelle-Aquitaine, France)","Turonian",44.841,1.315,93.9,89.8,91.85,14.9547,38.635,"GOLONKA"
"Sainte-Mondane (Nouvelle-Aquitaine, France)","Turonian",44.841,1.315,93.9,89.8,91.85,2.5606,34.7128,"PALEOMAP"
"Saint-Marcel-de-Careiret (Provence-Alpes-C,"Turonian",44.15,4.483,93.9,89.8,91.85,17.0656,35.8432,"MERDITH2021"
"Saint-Marcel-de-Careiret (Provence-Alpes-C,"Turonian",44.15,4.483,93.9,89.8,91.85,7.891,35.3357,"TorsvikCocks2017"
"Saint-Marcel-de-Careiret (Provence-Alpes-C,"Turonian",44.15,4.483,93.9,89.8,91.85,15.4625,34.5819,"MATTHEWS2016_pmag_ref"
"Saint-Marcel-de-Careiret (Provence-Alpes-C,"Turonian",44.15,4.483,93.9,89.8,91.85,17.7535,37.7711,"GOLONKA"
"Saint-Marcel-de-Careiret (Provence-Alpes-C,"Turonian",44.15,4.483,93.9,89.8,91.85,5.31,34.0532,"PALEOMAP"
"THA01 (Victoria, Australia)","Turonian",-39.237,142.902,93.9,89.8,91.85,156.9102,-68.6093,"MERDITH2021"
"THA01 (Victoria, Australia)","Turonian",-39.237,142.902,93.9,89.8,91.85,143.223,-34.6792,"TorsvikCocks2017"
"THA01 (Victoria, Australia)","Turonian",-39.237,142.902,93.9,89.8,91.85,155.3129,-66.5401,"MATTHEWS2016_pmag_ref"
"THA01 (Victoria, Australia)","Turonian",-39.237,142.902,93.9,89.8,91.85,145.8855,-75.81,"GOLONKA"
"THA01 (Victoria, Australia)","Turonian",-39.237,142.902,93.9,89.8,91.85,135.0925,-69.2642,"PALEOMAP"
"Thylacine-1 (Victoria, Australia)","Turonian",-39.24,142.914,93.9,89.8,91.85,156.937,-68.6095,"MERDITH2021"
"Thylacine-1 (Victoria, Australia)","Turonian",-39.24,142.914,93.9,89.8,91.85,143.2343,-34.682,"TorsvikCocks2017"
"Thylacine-1 (Victoria, Australia)","Turonian",-39.24,142.914,93.9,89.8,91.85,155.3374,-66.5406,"MATTHEWS2016_pmag_ref"
"Thylacine-1 (Victoria, Australia)","Turonian",-39.24,142.914,93.9,89.8,91.85,145.9236,-75.8129,"GOLONKA"
"Thylacine-1 (Victoria, Australia)","Turonian",-39.24,142.914,93.9,89.8,91.85,135.1186,-69.2673,"PALEOMAP"
"Minerva-1 (Victoria, Australia)","Turonian",-38.702,142.955,93.9,89.8,91.85,156.6038,-68.0848,"MERDITH2021"
"Minerva-1 (Victoria, Australia)","Turonian",-38.702,142.955,93.9,89.8,91.85,143.2619,-34.1436,"TorsvikCocks2017"
"Minerva-1 (Victoria, Australia)","Turonian",-38.702,142.955,93.9,89.8,91.85,155.061,-66.0132,"MATTHEWS2016_pmag_ref"
"Minerva-1 (Victoria, Australia)","Turonian",-38.702,142.955,93.9,89.8,91.85,146.0085,-75.2743,"GOLONKA"
"Minerva-1 (Victoria, Australia)","Turonian",-38.702,142.955,93.9,89.8,91.85,135.2285,-68.7298,"PALEOMAP"
"Minerva-2a (Victoria, Australia)","Turonian",-38.716,142.957,93.9,89.8,91.85,156.6184,-68.0977,"MERDITH2021"
"Minerva-2a (Victoria, Australia)","Turonian",-38.716,142.957,93.9,89.8,91.85,143.2641,-34.1575,"TorsvikCocks2017"
"Minerva-2a (Victoria, Australia)","Turonian",-38.716,142.957,93.9,89.8,91.85,155.0737,-66.0263,"MATTHEWS2016_pmag_ref"
"Minerva-2a (Victoria, Australia)","Turonian",-38.716,142.957,93.9,89.8,91.85,146.0158,-75.2883,"GOLONKA"
"Minerva-2a (Victoria, Australia)","Turonian",-38.716,142.957,93.9,89.8,91.85,135.2323,-68.7439,"PALEOMAP"
"Iona-4 (Victoria, Australia)","Turonian",-38.605,142.975,93.9,89.8,91.85,156.5707,-67.9873,"MERDITH2021"
"Iona-4 (Victoria, Australia)","Turonian",-38.605,142.975,93.9,89.8,91.85,141.2026,-66.0872,"TorsvikCocks2017"
"Iona-4 (Victoria, Australia)","Turonian",-38.605,142.975,93.9,89.8,91.85,155.0358,-65.9155,"MATTHEWS2016_pmag_ref"
"Iona-4 (Victoria, Australia)","Turonian",-38.605,142.975,93.9,89.8,91.85,146.0619,-75.177,"GOLONKA"
"Iona-4 (Victoria, Australia)","Turonian",-38.605,142.975,93.9,89.8,91.85,135.2749,-68.6331,"PALEOMAP"
"Chatham Islands (New Zealand)","Cenomanian",-44.245,-176.224,100.5,89.8,95.15,-118.002,-72.9182,"MERDITH2021"
"Chatham Islands (New Zealand)","Cenomanian",-44.245,-176.224,100.5,89.8,95.15,-178.315,-41.0523,"TorsvikCocks2017"
"Chatham Islands (New Zealand)","Cenomanian",-44.245,-176.224,100.5,89.8,95.15,-126.1931,-73.2477,"MATTHEWS2016_pmag_ref"
"Chatham Islands (New Zealand)","Cenomanian",-44.245,-176.224,100.5,89.8,95.15,-81.1576,-76.8325,"GOLONKA"
"Chatham Islands (New Zealand)","Cenomanian",-44.245,-176.224,100.5,89.8,95.15,-131.2147,-79.8384,"PALEOMAP"
"Quality Creek (British Columbia, Canada)","Cenomanian",55.168,-120.954,100.5,89.8,95.15,-68.9215,62.1089,"MERDITH2021"
"Quality Creek (British Columbia, Canada)","Cenomanian",55.168,-120.954,100.5,89.8,95.15,-76.21,60.2536,"TorsvikCocks2017"
"Quality Creek (British Columbia, Canada)","Cenomanian",55.168,-120.954,100.5,89.8,95.15,-67.3497,60.0132,"MATTHEWS2016_pmag_ref"
"Quality Creek (British Columbia, Canada)","Cenomanian",55.168,-120.954,100.5,89.8,95.15,-76.1675,63.4882,"GOLONKA"
"Quality Creek (British Columbia, Canada)","Cenomanian",55.168,-120.954,100.5,89.8,95.15,-76.3993,58.3037,"PALEOMAP"
"Timmerdyakh-Khaya (Sakha Republic (Yakutia), Russian Federation)","Cenomanian",64.054,123.57,100.5,89.8,95.15,123.1883,68.6339,"MERDITH2021"
"Timmerdyakh-Khaya (Sakha Republic (Yakutia), Russian Federation)","Cenomanian",64.054,123.57,100.5,89.8,95.15,116.223,70.7033,"TorsvikCocks2017"
"Timmerdyakh-Khaya (Sakha Republic (Yakutia), Russian Federation)","Cenomanian",64.054,123.57,100.5,89.8,95.15,120.7489,70.8933,"MATTHEWS2016_pmag_ref"
"Timmerdyakh-Khaya (Sakha Republic (Yakutia), Russian Federation)","Cenomanian",64.054,123.57,100.5,89.8,95.15,123.8627,63.0877,"GOLONKA"
"Timmerdyakh-Khaya (Sakha Republic (Yakutia), Russian Federation)","Cenomanian",64.054,123.57,100.5,89.8,95.15,103.9408,69.0688,"PALEOMAP"
"Tal-Yuryakh (Magadan Oblast, Russian Federation)","Cenomanian",63.295,146.665,100.5,89.8,95.15,152.2446,70.451,"MERDITH2021"
"Tal-Yuryakh (Magadan Oblast, Russian Federation)","Cenomanian",63.295,146.665,100.5,89.8,95.15,148.3108,72.0232,"TorsvikCocks2017"
"Tal-Yuryakh (Magadan Oblast, Russian Federation)","Cenomanian",63.295,146.665,100.5,89.8,95.15,153.3852,72.7666,"MATTHEWS2016_pmag_ref"
"Tal-Yuryakh (Magadan Oblast, Russian Federation)","Cenomanian",63.295,146.665,100.5,89.8,95.15,146.9146,64.6486,"GOLONKA"
"Tal-Yuryakh (Magadan Oblast, Russian Federation)","Cenomanian",63.295,146.665,100.5,89.8,95.15,133.6847,71.9318,"PALEOMAP"
"Dunvegan (Alberta, Canada)","Cenomanian",55.931,-118.572,100.5,93.9,97.2,-64.7091,62.2915,"MERDITH2021"
"Dunvegan (Alberta, Canada)","Cenomanian",55.931,-118.572,100.5,93.9,97.2,-72.2908,60.0948,"TorsvikCocks2017"
"Dunvegan (Alberta, Canada)","Cenomanian",55.931,-118.572,100.5,93.9,97.2,-63.4304,59.9553,"MATTHEWS2016_pmag_ref"
"Dunvegan (Alberta, Canada)","Cenomanian",55.931,-118.572,100.5,93.9,97.2,-73.0155,63.6245,"GOLONKA"
"Dunvegan (Alberta, Canada)","Cenomanian",55.931,-118.572,100.5,93.9,97.2,-72.094,57.7501,"PALEOMAP"
"Grayson County (Texas, USA)","Cenomanian",33.654,-96.711,100.5,93.9,97.2,-52.2514,36.532,"MERDITH2021"
"Grayson County (Texas, USA)","Cenomanian",33.654,-96.711,100.5,93.9,97.2,-60.2334,34.3725,"TorsvikCocks2017"
"Grayson County (Texas, USA)","Cenomanian",33.654,-96.711,100.5,93.9,97.2,-52.3999,34.047,"MATTHEWS2016_pmag_ref"
"Grayson County (Texas, USA)","Cenomanian",33.654,-96.711,100.5,93.9,97.2,-54.7085,39.0327,"GOLONKA"
"Grayson County (Texas, USA)","Cenomanian",33.654,-96.711,100.5,93.9,97.2,-61.571,31.8366,"PALEOMAP"
"Woodbridge (New Jersey, USA)","Cenomanian",40.556,-74.271,100.5,93.9,97.2,-28.2136,38.4426,"MERDITH2021"
"Woodbridge (New Jersey, USA)","Cenomanian",40.556,-74.271,100.5,93.9,97.2,-36.8593,36.6288,"TorsvikCocks2017"
"Woodbridge (New Jersey, USA)","Cenomanian",40.556,-74.271,100.5,93.9,97.2,-29.1251,35.9747,"MATTHEWS2016_pmag_ref"
"Woodbridge (New Jersey, USA)","Cenomanian",40.556,-74.271,100.5,93.9,97.2,-29.7882,42.4068,"GOLONKA"
"Woodbridge (New Jersey, USA)","Cenomanian",40.556,-74.271,100.5,93.9,97.2,-38.8996,34.01,"PALEOMAP"
"Mata Amarilla Fm. (Santa Cruz, Argentina)","Cenomanian",-49.527,-71.484,100.5,93.9,97.2,-39.9433,-51.0972,"MERDITH2021"
"Mata Amarilla Fm. (Santa Cruz, Argentina)","Cenomanian",-49.527,-71.484,100.5,93.9,97.2,-44.6933,-54.0241,"TorsvikCocks2017"
"Mata Amarilla Fm. (Santa Cruz, Argentina)","Cenomanian",-49.527,-71.484,100.5,93.9,97.2,-40.3553,-53.6271,"MATTHEWS2016_pmag_ref"
"Mata Amarilla Fm. (Santa Cruz, Argentina)","Cenomanian",-49.527,-71.484,100.5,93.9,97.2,-36.0933,-48.3041,"GOLONKA"
"Mata Amarilla Fm. (Santa Cruz, Argentina)","Cenomanian",-49.527,-71.484,100.5,93.9,97.2,-48.7513,-56.5987,"PALEOMAP"
"Alto de El Caleyu (Asturias, Spain)","Cenomanian",43.324,-5.875,100.5,93.9,97.2,10.1749,35.3204,"MERDITH2021"
"Alto de El Caleyu (Asturias, Spain)","Cenomanian",43.324,-5.875,100.5,93.9,97.2,1.4634,34.0646,"TorsvikCocks2017"
"Alto de El Caleyu (Asturias, Spain)","Cenomanian",43.324,-5.875,100.5,93.9,97.2,8.3413,33.7176,"MATTHEWS2016_pmag_ref"
"Alto de El Caleyu (Asturias, Spain)","Cenomanian",43.324,-5.875,100.5,93.9,97.2,11.0781,39.4947,"GOLONKA"
"Alto de El Caleyu (Asturias, Spain)","Cenomanian",43.324,-5.875,100.5,93.9,97.2,-2.1892,32.2058,"PALEOMAP"
"Pruvia (Asturias, Spain)","Cenomanian",43.453,-5.768,100.5,93.9,97.2,10.3145,35.4191,"MERDITH2021"
"Pruvia (Asturias, Spain)","Cenomanian",43.453,-5.768,100.5,93.9,97.2,1.5782,34.1815,"TorsvikCocks2017"
"Pruvia (Asturias, Spain)","Cenomanian",43.453,-5.768,100.5,93.9,97.2,8.4732,33.8209,"MATTHEWS2016_pmag_ref"
"Pruvia (Asturias, Spain)","Cenomanian",43.453,-5.768,100.5,93.9,97.2,11.2301,39.5894,"GOLONKA"
"Pruvia (Asturias, Spain)","Cenomanian",43.453,-5.768,100.5,93.9,97.2,-2.0607,32.3101,"PALEOMAP"
"Torrelaguna (Madrid, Spain)","Cenomanian",40.842,-3.543,100.5,93.9,97.2,11.2633,32.4329,"MERDITH2021"
"Torrelaguna (Madrid, Spain)","Cenomanian",40.842,-3.543,100.5,93.9,97.2,3.107,31.3733,"TorsvikCocks2017"
"Torrelaguna (Madrid, Spain)","Cenomanian",40.842,-3.543,100.5,93.9,97.2,9.5499,30.8696,"MATTHEWS2016_pmag_ref"
"Torrelaguna (Madrid, Spain)","Cenomanian",40.842,-3.543,100.5,93.9,97.2,12.0971,36.5775,"GOLONKA"
"Torrelaguna (Madrid, Spain)","Cenomanian",40.842,-3.543,100.5,93.9,97.2,-0.9691,29.3675,"PALEOMAP"
"Hoz Seca (Guadalajara, Spain)","Cenomanian",40.533,-1.871,100.5,93.9,97.2,12.5901,31.7697,"MERDITH2021"
"Hoz Seca (Guadalajara, Spain)","Cenomanian",40.533,-1.871,100.5,93.9,97.2,4.5315,30.9082,"TorsvikCocks2017"
"Hoz Seca (Guadalajara, Spain)","Cenomanian",40.533,-1.871,100.5,93.9,97.2,10.8855,30.2532,"MATTHEWS2016_pmag_ref"
"Hoz Seca (Guadalajara, Spain)","Cenomanian",40.533,-1.871,100.5,93.9,97.2,13.4599,35.8744,"GOLONKA"
"Hoz Seca (Guadalajara, Spain)","Cenomanian",40.533,-1.871,100.5,93.9,97.2,0.3536,28.7624,"PALEOMAP"
"Aix Island (Nouvelle-Aquitaine, France)","Cenomanian",46.019,-1.156,100.5,93.9,97.2,14.6456,37.8383,"MERDITH2021"
"Aix Island (Nouvelle-Aquitaine, France)","Cenomanian",46.019,-1.156,100.5,93.9,97.2,-2.948,43.1952,"TorsvikCocks2017"
"Aix Island (Nouvelle-Aquitaine, France)","Cenomanian",46.019,-1.156,100.5,93.9,97.2,12.5891,36.3889,"MATTHEWS2016_pmag_ref"
"Aix Island (Nouvelle-Aquitaine, France)","Cenomanian",46.019,-1.156,100.5,93.9,97.2,14.6354,42.1288,"GOLONKA"
"Aix Island (Nouvelle-Aquitaine, France)","Cenomanian",46.019,-1.156,100.5,93.9,97.2,0.6905,35.0639,"PALEOMAP"
"Enet Island (Nouvelle-Aquitaine, France)","Cenomanian",46.003,-1.143,100.5,93.9,97.2,14.6575,37.8225,"MERDITH2021"
"Enet Island (Nouvelle-Aquitaine, France)","Cenomanian",46.003,-1.143,100.5,93.9,97.2,-2.9348,43.1795,"TorsvikCocks2017"
"Enet Island (Nouvelle-Aquitaine, France)","Cenomanian",46.003,-1.143,100.5,93.9,97.2,12.6016,36.3736,"MATTHEWS2016_pmag_ref"
"Enet Island (Nouvelle-Aquitaine, France)","Cenomanian",46.003,-1.143,100.5,93.9,97.2,14.6459,42.1122,"GOLONKA"
"Enet Island (Nouvelle-Aquitaine, France)","Cenomanian",46.003,-1.143,100.5,93.9,97.2,0.702,35.0482,"PALEOMAP"
"Fouras/Bois-Vert (Nouvelle-Aquitaine, France)","Cenomanian",45.992,-1.1,100.5,93.9,97.2,14.6956,37.8121,"MERDITH2021"
"Fouras/Bois-Vert (Nouvelle-Aquitaine, France)","Cenomanian",45.992,-1.1,100.5,93.9,97.2,-2.8933,43.1697,"TorsvikCocks2017"
"Fouras/Bois-Vert (Nouvelle-Aquitaine, France)","Cenomanian",45.992,-1.1,100.5,93.9,97.2,12.6396,36.3646,"MATTHEWS2016_pmag_ref"
"Fouras/Bois-Vert (Nouvelle-Aquitaine, France)","Cenomanian",45.992,-1.1,100.5,93.9,97.2,14.6848,42.0989,"GOLONKA"
"Fouras/Bois-Vert (Nouvelle-Aquitaine, France)","Cenomanian",45.992,-1.1,100.5,93.9,97.2,0.7389,35.0379,"PALEOMAP"
"Saint-Lon (Nouvelle-Aquitaine, France)","Cenomanian",43.611,-1.1,100.5,93.9,97.2,14.7602,35.4317,"MERDITH2021"
"Saint-Lon (Nouvelle-Aquitaine, France)","Cenomanian",43.611,-1.1,100.5,93.9,97.2,4.9215,35.125,"TorsvikCocks2017"
"Saint-Lon (Nouvelle-Aquitaine, France)","Cenomanian",43.611,-1.1,100.5,93.9,97.2,12.8333,33.9889,"MATTHEWS2016_pmag_ref"
"Saint-Lon (Nouvelle-Aquitaine, France)","Cenomanian",43.611,-1.1,100.5,93.9,97.2,14.4419,39.725,"GOLONKA"
"Saint-Lon (Nouvelle-Aquitaine, France)","Cenomanian",43.611,-1.1,100.5,93.9,97.2,0.8097,32.6576,"PALEOMAP"
"Fouras (Nouvelle-Aquitaine, France)","Cenomanian",45.974,-1.079,100.5,93.9,97.2,14.7146,37.7945,"MERDITH2021"
"Fouras (Nouvelle-Aquitaine, France)","Cenomanian",45.974,-1.079,100.5,93.9,97.2,-2.8723,43.1522,"TorsvikCocks2017"
"Fouras (Nouvelle-Aquitaine, France)","Cenomanian",45.974,-1.079,100.5,93.9,97.2,12.6592,36.3476,"MATTHEWS2016_pmag_ref"
"Fouras (Nouvelle-Aquitaine, France)","Cenomanian",45.974,-1.079,100.5,93.9,97.2,14.7025,42.0798,"GOLONKA"
"Fouras (Nouvelle-Aquitaine, France)","Cenomanian",45.974,-1.079,100.5,93.9,97.2,0.7572,35.0203,"PALEOMAP"
"Cadeuil (Nouvelle-Aquitaine, France)","Cenomanian",45.767,-0.939,100.5,93.9,97.2,14.8436,37.5897,"MERDITH2021"
"Cadeuil (Nouvelle-Aquitaine, France)","Cenomanian",45.767,-0.939,100.5,93.9,97.2,4.8614,37.2835,"TorsvikCocks2017"
"Cadeuil (Nouvelle-Aquitaine, France)","Cenomanian",45.767,-0.939,100.5,93.9,97.2,12.7971,36.1477,"MATTHEWS2016_pmag_ref"
"Cadeuil (Nouvelle-Aquitaine, France)","Cenomanian",45.767,-0.939,100.5,93.9,97.2,14.8115,41.8658,"GOLONKA"
"Cadeuil (Nouvelle-Aquitaine, France)","Cenomanian",45.767,-0.939,100.5,93.9,97.2,0.8825,34.8158,"PALEOMAP"
"Losa del Obispo (Valencia, Spain)","Cenomanian",39.717,-0.879,100.5,93.9,97.2,13.1702,30.7721,"MERDITH2021"
"Losa del Obispo (Valencia, Spain)","Cenomanian",39.717,-0.879,100.5,93.9,97.2,5.2917,30.0073,"TorsvikCocks2017"
"Losa del Obispo (Valencia, Spain)","Cenomanian",39.717,-0.879,100.5,93.9,97.2,11.5036,29.2768,"MATTHEWS2016_pmag_ref"
"Losa del Obispo (Valencia, Spain)","Cenomanian",39.717,-0.879,100.5,93.9,97.2,14.0223,34.8591,"GOLONKA"
"Losa del Obispo (Valencia, Spain)","Cenomanian",39.717,-0.879,100.5,93.9,97.2,0.9742,27.7916,"PALEOMAP"
"Les Renardi,"Cenomanian",45.966,-0.829,100.5,93.9,97.2,14.9346,37.7904,"MERDITH2021"
"Les Renardi,"Cenomanian",45.966,-0.829,100.5,93.9,97.2,4.9382,37.4878,"TorsvikCocks2017"
"Les Renardi,"Cenomanian",45.966,-0.829,100.5,93.9,97.2,12.8751,36.3515,"MATTHEWS2016_pmag_ref"
"Les Renardi,"Cenomanian",45.966,-0.829,100.5,93.9,97.2,14.935,42.0582,"GOLONKA"
"Les Renardi,"Cenomanian",45.966,-0.829,100.5,93.9,97.2,0.9696,35.0167,"PALEOMAP"
"Briollay (Pays de la Loire, France)","Cenomanian",47.556,-0.514,100.5,93.9,97.2,15.1624,39.3851,"MERDITH2021"
"Briollay (Pays de la Loire, France)","Cenomanian",47.556,-0.514,100.5,93.9,97.2,5.0529,39.0898,"TorsvikCocks2017"
"Briollay (Pays de la Loire, France)","Cenomanian",47.556,-0.514,100.5,93.9,97.2,13.006,37.9526,"MATTHEWS2016_pmag_ref"
"Briollay (Pays de la Loire, France)","Cenomanian",47.556,-0.514,100.5,93.9,97.2,15.3992,43.6263,"GOLONKA"
"Briollay (Pays de la Loire, France)","Cenomanian",47.556,-0.514,100.5,93.9,97.2,1.1825,36.612,"PALEOMAP"
"Hucheloup (Pays de la Loire, France)","Cenomanian",47.534,-0.502,100.5,93.9,97.2,15.1735,39.3633,"MERDITH2021"
"Hucheloup (Pays de la Loire, France)","Cenomanian",47.534,-0.502,100.5,93.9,97.2,5.0656,39.0686,"TorsvikCocks2017"
"Hucheloup (Pays de la Loire, France)","Cenomanian",47.534,-0.502,100.5,93.9,97.2,13.0182,37.9313,"MATTHEWS2016_pmag_ref"
"Hucheloup (Pays de la Loire, France)","Cenomanian",47.534,-0.502,100.5,93.9,97.2,15.408,43.6037,"GOLONKA"
"Hucheloup (Pays de la Loire, France)","Cenomanian",47.534,-0.502,100.5,93.9,97.2,1.1933,36.5902,"PALEOMAP"
"Le Brouillard (Pays de la Loire, France)","Cenomanian",47.536,-0.492,100.5,93.9,97.2,15.1822,39.3654,"MERDITH2021"
"Le Brouillard (Pays de la Loire, France)","Cenomanian",47.536,-0.492,100.5,93.9,97.2,5.074,39.0711,"TorsvikCocks2017"
"Le Brouillard (Pays de la Loire, France)","Cenomanian",47.536,-0.492,100.5,93.9,97.2,13.0266,37.9337,"MATTHEWS2016_pmag_ref"
"Le Brouillard (Pays de la Loire, France)","Cenomanian",47.536,-0.492,100.5,93.9,97.2,15.4175,43.6052,"GOLONKA"
"Le Brouillard (Pays de la Loire, France)","Cenomanian",47.536,-0.492,100.5,93.9,97.2,1.2017,36.5924,"PALEOMAP"
"Neau (Pays de la Loire, France)","Cenomanian",48.16,-0.46,100.5,93.9,97.2,15.1901,39.9898,"MERDITH2021"
"Neau (Pays de la Loire, France)","Cenomanian",48.16,-0.46,100.5,93.9,97.2,5.0367,39.6948,"TorsvikCocks2017"
"Neau (Pays de la Loire, France)","Cenomanian",48.16,-0.46,100.5,93.9,97.2,12.9971,38.5577,"MATTHEWS2016_pmag_ref"
"Neau (Pays de la Loire, France)","Cenomanian",48.16,-0.46,100.5,93.9,97.2,15.5164,44.2254,"GOLONKA"
"Neau (Pays de la Loire, France)","Cenomanian",48.16,-0.46,100.5,93.9,97.2,1.2065,37.2168,"PALEOMAP"
"Pr,"Cenomanian",47.773,-0.325,100.5,93.9,97.2,15.3203,39.6051,"MERDITH2021"
"Pr,"Cenomanian",47.773,-0.325,100.5,93.9,97.2,5.1941,39.3164,"TorsvikCocks2017"
"Pr,"Cenomanian",47.773,-0.325,100.5,93.9,97.2,13.1475,38.1782,"MATTHEWS2016_pmag_ref"
"Pr,"Cenomanian",47.773,-0.325,100.5,93.9,97.2,15.5987,43.8325,"GOLONKA"
"Pr,"Cenomanian",47.773,-0.325,100.5,93.9,97.2,1.3335,36.8325,"PALEOMAP"
"Durtal (Pays de la Loire, France)","Cenomanian",47.684,-0.281,100.5,93.9,97.2,15.3616,39.5169,"MERDITH2021"
"Durtal (Pays de la Loire, France)","Cenomanian",47.684,-0.281,100.5,93.9,97.2,5.2415,39.2301,"TorsvikCocks2017"
"Durtal (Pays de la Loire, France)","Cenomanian",47.684,-0.281,100.5,93.9,97.2,13.1932,38.0915,"MATTHEWS2016_pmag_ref"
"Durtal (Pays de la Loire, France)","Cenomanian",47.684,-0.281,100.5,93.9,97.2,15.6298,43.7414,"GOLONKA"
"Durtal (Pays de la Loire, France)","Cenomanian",47.684,-0.281,100.5,93.9,97.2,1.3737,36.7444,"PALEOMAP"
"La Brousse (Pays de la Loire, France)","Cenomanian",47.776,-0.055,100.5,93.9,97.2,15.5556,39.6128,"MERDITH2021"
"La Brousse (Pays de la Loire, France)","Cenomanian",47.776,-0.055,100.5,93.9,97.2,5.4276,39.3341,"TorsvikCocks2017"
"La Brousse (Pays de la Loire, France)","Cenomanian",47.776,-0.055,100.5,93.9,97.2,13.3775,38.1943,"MATTHEWS2016_pmag_ref"
"La Brousse (Pays de la Loire, France)","Cenomanian",47.776,-0.055,100.5,93.9,97.2,15.8498,43.8211,"GOLONKA"
"La Brousse (Pays de la Loire, France)","Cenomanian",47.776,-0.055,100.5,93.9,97.2,1.56,36.8409,"PALEOMAP"
"Saint-Jean-du-Bois (Pays de la Loire, France)","Cenomanian",47.869,-0.034,100.5,93.9,97.2,15.5708,39.7061,"MERDITH2021"
"Saint-Jean-du-Bois (Pays de la Loire, France)","Cenomanian",47.869,-0.034,100.5,93.9,97.2,5.4359,39.428,"TorsvikCocks2017"
"Saint-Jean-du-Bois (Pays de la Loire, France)","Cenomanian",47.869,-0.034,100.5,93.9,97.2,13.3868,38.2881,"MATTHEWS2016_pmag_ref"
"Saint-Jean-du-Bois (Pays de la Loire, France)","Cenomanian",47.869,-0.034,100.5,93.9,97.2,15.8795,43.9127,"GOLONKA"
"Saint-Jean-du-Bois (Pays de la Loire, France)","Cenomanian",47.869,-0.034,100.5,93.9,97.2,1.5742,36.9342,"PALEOMAP"
"M,"Cenomanian",47.826,-0.025,100.5,93.9,97.2,15.5801,39.6633,"MERDITH2021"
